| name                   | title                  | level | facing   | categories      | description                                                                                         | detail                                                                                                                                         | remediation                                                                                | metadata                                                                                                     | cache_key                                                                              |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_appointments_client_id\` on table \`public.appointments\` has not been used                                                        | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"appointments","type":"table","schema":"public"}                                                     | unused_index_public_appointments_idx_appointments_client_id                            |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_transfers_product_id\` on table \`public.transfers\` has not been used                                                             | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"transfers","type":"table","schema":"public"}                                                        | unused_index_public_transfers_idx_transfers_product_id                                 |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_financial_entries_client_id\` on table \`public.financial_entries\` has not been used                                              | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"financial_entries","type":"table","schema":"public"}                                                | unused_index_public_financial_entries_idx_financial_entries_client_id                  |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_client_loyalty_points_loyalty_program_id\` on table \`public.client_loyalty_points\` has not been used                             | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"client_loyalty_points","type":"table","schema":"public"}                                            | unused_index_public_client_loyalty_points_idx_client_loyalty_points_loyalty_program_id |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_loyalty_transactions_coupon_id\` on table \`public.loyalty_transactions\` has not been used                                        | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"loyalty_transactions","type":"table","schema":"public"}                                             | unused_index_public_loyalty_transactions_idx_loyalty_transactions_coupon_id            |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_loyalty_transactions_loyalty_program_id\` on table \`public.loyalty_transactions\` has not been used                               | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"loyalty_transactions","type":"table","schema":"public"}                                             | unused_index_public_loyalty_transactions_idx_loyalty_transactions_loyalty_program_id   |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_coupons_active\` on table \`public.coupons\` has not been used                                                                     | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"coupons","type":"table","schema":"public"}                                                          | unused_index_public_coupons_idx_coupons_active                                         |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_loyalty_transactions_sale_id\` on table \`public.loyalty_transactions\` has not been used                                          | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"loyalty_transactions","type":"table","schema":"public"}                                             | unused_index_public_loyalty_transactions_idx_loyalty_transactions_sale_id              |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_loyalty_programs_company\` on table \`public.loyalty_programs\` has not been used                                                  | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"loyalty_programs","type":"table","schema":"public"}                                                 | unused_index_public_loyalty_programs_idx_loyalty_programs_company                      |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_client_loyalty_points_client\` on table \`public.client_loyalty_points\` has not been used                                         | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"client_loyalty_points","type":"table","schema":"public"}                                            | unused_index_public_client_loyalty_points_idx_client_loyalty_points_client             |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_client_loyalty_points_company\` on table \`public.client_loyalty_points\` has not been used                                        | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"client_loyalty_points","type":"table","schema":"public"}                                            | unused_index_public_client_loyalty_points_idx_client_loyalty_points_company            |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_loyalty_transactions_client\` on table \`public.loyalty_transactions\` has not been used                                           | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"loyalty_transactions","type":"table","schema":"public"}                                             | unused_index_public_loyalty_transactions_idx_loyalty_transactions_client               |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_loyalty_transactions_company\` on table \`public.loyalty_transactions\` has not been used                                          | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"loyalty_transactions","type":"table","schema":"public"}                                             | unused_index_public_loyalty_transactions_idx_loyalty_transactions_company              |
